SEQENCE_ID                     TM SP PREDICTION
cgd6_3300-RA-p1                 0  0 i
cgd6_3313-RA-p1                 0  0 o
cgd6_3330-RA-p1                 3  0 o898-918i925-945o965-987i
cgd6_3340-RA-p1                 0  0 o
cgd6_3350-RA-p1                 0  0 o
cgd6_3360-RA-p1                 0  0 o
cgd6_3370-RA-p1                 0  0 o
cgd6_3380-RA-p1                 0  0 o
cgd6_3390-RA-p1                 7  0 i145-165o217-236i257-276o375-397i434-454o1515-1532i1553-1573o
cgd6_340-RA-p1                  0  0 o
cgd6_3400-RA-p1                 0  0 o
cgd6_3410-RA-p1                 0  0 o
cgd6_3420-RA-p1                 0  0 o
cgd6_3430-RA-p1                 0  0 o
cgd6_3440-RA-p1                 0  0 o
cgd6_3450-RA-p1                 0  0 o
cgd6_3460-RA-p1                 0  0 o
cgd6_3470-RA-p1                 0  0 o
cgd6_3480-RA-p1                 1  0 o6-27i
cgd6_3490-RA-p1                 0  0 o
cgd6_3500-RA-p1                 0  0 o
cgd6_3510-RA-p1                 0  0 o
cgd6_3520-RA-p1                 0  0 o
cgd6_3530-RA-p1                 2  0 i110-130o167-185i
cgd6_3540-RA-p1                 0  0 o
cgd6_3550-RA-p1                 0  0 o
cgd6_3560-RA-p1                 0  0 o
cgd6_3570-RA-p1                 0  0 o
cgd6_3580-RA-p1                 3  0 o20-43i55-79o99-119i
cgd6_3590-RA-p1                 0  0 o
cgd6_360-RA-p1                  0  0 i
cgd6_3600-RA-p1                 0  0 o
cgd6_3610-RA-p1                 0  0 o
cgd6_3620-RA-p1                 0  0 o
cgd6_3623-RA-p1                 1  Y n17-28c33/34o344-365i
cgd6_3630-RA-p1                 1  Y n6-17c24/25o645-667i
cgd6_3640-RA-p1                 0  Y n8-19c24/25o
cgd6_3650-RA-p1                 8  Y n3-13c18/19o1117-1139i1237-1256o1303-1325i1332-1352o1907-1929i1980-2004o2234-2254i2309-2328o
cgd6_3660-RA-p1                 0  0 o
cgd6_3663-RA-p1                 0  0 o
cgd6_3670-RA-p1                 0  0 o
cgd6_3680-RA-p1                 0  0 o
cgd6_3690-RA-p1                 0  0 o
cgd6_3710-RA-p1                 0  0 o
cgd6_3720-RA-p1                 0  0 o
cgd6_3730-RA-p1                 1  Y n10-20c32/33o2251-2268i
cgd6_3740-RA-p1                 0  0 o
cgd6_3750-RA-p1                 0  0 o
cgd6_3760-RA-p1                 0  0 o
cgd6_3763-RA-p1                 0  0 o
cgd6_3770-RA-p1                 6  0 i64-81o93-113i164-184o190-223i244-266o272-293i
cgd6_3780-RA-p1                 1  0 i7-26o
cgd6_3790-RA-p1                 0  0 o
cgd6_380-RA-p1                  4  0 i21-42o48-68i75-96o102-125i
cgd6_3800-RA-p1                 1  0 o428-448i
cgd6_3810-RA-p1                 0  0 o
cgd6_3820-RA-p1                 1  Y n2-12c16/17o447-466i
cgd6_3830-RA-p1                 0  0 o
cgd6_3840-RA-p1                 0  0 o
cgd6_3850-RA-p1                 0  0 o
cgd6_3860-RA-p1                 0  0 o
cgd6_3863-RA-p1                 0  0 o
cgd6_3870-RA-p1                12  0 i26-44o56-75i87-112o165-186i254-276o288-309i316-335o341-360i380-400o412-429i476-494o500-521i
cgd6_3880-RA-p1                 3  0 i92-118o187-210i231-252o
cgd6_3890-RA-p1                 0  0 i
cgd6_390-RA-p1                  0  0 o
cgd6_3900-RA-p1                 0  0 o
cgd6_3910-RA-p1                 0  0 o
cgd6_3920-RA-p1                 0  Y n6-16c23/24o
cgd6_3930-RA-p1                 0  0 o
cgd6_3940-RA-p1                 0  0 o
cgd6_3950-RA-p1                 3  0 o428-446i466-486o506-523i
cgd6_3960-RA-p1                 0  0 o
cgd6_3970-RA-p1                 0  0 o
cgd6_3980-RA-p1                 0  0 o
cgd6_3990-RA-p1                 0  0 o
cgd6_40-RA-p1                   0  Y n7-18c23/24o
cgd6_400-RA-p1                  0  0 o
cgd6_4000-RA-p1                 0  Y n11-21c28/29o
cgd6_4010-RA-p1                 0  Y n4-15c20/21o
cgd6_4020-RA-p1                 3  0 i40-64o84-102i270-291o
cgd6_4030-RA-p1                 0  0 o
cgd6_4040-RA-p1                 1  0 i217-237o
cgd6_4050-RA-p1                 0  0 o
cgd6_4060-RA-p1                 3  0 o19-38i43-62o82-111i
cgd6_4070-RA-p1                 0  0 o
cgd6_4080-RA-p1                 0  0 o
cgd6_4090-RA-p1                 0  0 o
cgd6_410-RA-p1                  0  0 o
cgd6_4100-RA-p1                 1  0 i65-84o
cgd6_4110-RA-p1                 0  0 o
cgd6_4120-RA-p1                 0  0 o
cgd6_4130-RA-p1                 0  0 o
cgd6_4140-RA-p1                 0  0 o
cgd6_4150-RA-p1                 0  0 o
cgd6_4153-RA-p1                 0  0 i
cgd6_4160-RA-p1                 0  0 o
cgd6_4170-RA-p1                 0  0 o
cgd6_4180-RA-p1                 0  0 i
cgd6_4190-RA-p1                 0  0 i
cgd6_420-RA-p1                  7  Y n5-15c20/21o99-117i124-145o151-167i179-200o231-257i288-309o329-349i
cgd6_4200-RA-p1                 0  0 o
cgd6_4210-RA-p1                 0  0 o
cgd6_4220-RA-p1                 0  0 o
cgd6_4230-RA-p1                 0  Y n8-16c21/22o
cgd6_4240-RA-p1                 1  0 o489-507i
cgd6_4250-RA-p1                 0  0 o
cgd6_4260-RA-p1                 0  0 o
cgd6_4270-RA-p1                 0  0 o
cgd6_4280-RA-p1                 0  Y n11-22c27/28o
cgd6_4290-RA-p1                 2  0 o1317-1337i1437-1455o
cgd6_430-RA-p1                  1  0 i75-97o
cgd6_4300-RA-p1                 0  0 o
cgd6_4310-RA-p1                 2  0 o594-614i702-721o
cgd6_4320-RA-p1                 0  0 o
cgd6_4330-RA-p1                 0  0 o
cgd6_4340-RA-p1                 0  0 o
cgd6_4350-RA-p1                 0  0 o
cgd6_4360-RA-p1                 4  0 i12-36o106-127i139-158o178-199i
cgd6_4370-RA-p1                 0  0 o
cgd6_4380-RA-p1                 0  0 o
cgd6_4390-RA-p1                 0  0 o
cgd6_440-RA-p1                  0  0 o
cgd6_4400-RA-p1                 0  0 o
cgd6_4410-RA-p1                 0  0 o
cgd6_4420-RA-p1                 0  0 o
cgd6_4430-RA-p1                 0  0 o
cgd6_4440-RA-p1                 1  0 i41-64o
cgd6_4450-RA-p1                 0  0 o
cgd6_4460-RA-p1                 0  0 o
cgd6_4470-RA-p1                 0  Y n4-15c20/21o
cgd6_4480-RA-p1                 0  0 o
cgd6_4490-RA-p1                 0  0 o
cgd6_450-RA-p1                  0  0 o
cgd6_4500-RA-p1                 5  0 o20-40i83-101o872-893i900-919o953-972i
cgd6_4510-RA-p1                 0  0 o
cgd6_4520-RA-p1                 0  0 o
cgd6_4530-RA-p1                 1  0 o796-817i
cgd6_4540-RA-p1                 4  0 i21-41o47-70i144-168o188-211i
cgd6_4550-RA-p1                 0  0 o
cgd6_4560-RA-p1                 0  0 o
cgd6_4570-RA-p1                 0  0 o
cgd6_4580-RA-p1                 0  0 o
cgd6_4590-RA-p1                 0  0 o
cgd6_460-RA-p1                  0  0 o
cgd6_4600-RA-p1                 2  0 i51-69o75-92i
cgd6_4610-RA-p1                 0  0 o
cgd6_4620-RA-p1                 0  0 o
cgd6_4630-RA-p1                 0  0 i
cgd6_4640-RA-p1                 0  0 o
cgd6_4650-RA-p1                 0  0 o
cgd6_4660-RA-p1                 0  0 o
cgd6_4670-RA-p1                 0  0 o
cgd6_4680-RA-p1                12  0 i20-44o50-67i103-124o136-153i174-195o201-224i342-361o381-398i419-442o448-467i491-509o529-548i
cgd6_4690-RA-p1                 0  0 o
cgd6_470-RA-p1                 10  0 i9-32o44-63i75-94o114-133i154-177o206-224i265-285o305-324i336-357o377-404i
cgd6_4700-RA-p1                11  0 i59-84o104-129i183-199o205-225i283-308o328-347i736-760o782-804i860-878o884-902i1002-1021o
cgd6_4710-RA-p1                 0  0 o
cgd6_4730-RA-p1                 6  0 i21-41o61-82i103-124o155-176i183-206o226-246i
cgd6_4740-RA-p1                 6  0 i20-42o62-91i103-131o151-172i184-204o224-242i
cgd6_4750-RA-p1                 1  0 o357-378i
cgd6_4760-RA-p1                 0  0 o
cgd6_4770-RA-p1                 0  0 o
cgd6_4780-RA-p1                 3  0 i172-188o194-210i376-398o
cgd6_4783-RA-p1                 0  0 o
cgd6_4790-RA-p1                 0  0 o
cgd6_480-RA-p1                  0  0 o
cgd6_4800-RA-p1                 0  0 o
cgd6_4810-RA-p1                 0  Y n12-23c27/28o
cgd6_4820-RA-p1                 0  0 o
cgd6_4830-RA-p1                 0  0 o
cgd6_4840-RA-p1                 0  Y n9-17c23/24o
cgd6_4850-RA-p1                 0  0 o
cgd6_4860-RA-p1                 0  0 o
cgd6_4870-RA-p1                 0  0 o
cgd6_4880-RA-p1                 1  0 i38-58o
cgd6_4890-RA-p1                10  0 i44-64o84-103i115-132o138-157i169-190o202-224i236-255o311-329i336-358o370-386i
cgd6_490-RA-p1                  7  0 i9-29o35-57i69-95o275-295i335-357o363-386i398-415o
cgd6_4900-RA-p1                 0  0 o
cgd6_4910-RA-p1                 0  0 o
cgd6_4920-RA-p1                 4  0 i39-56o97-125i145-174o520-542i
cgd6_4930-RA-p1                 1  0 i64-84o
cgd6_4940-RA-p1                 3  0 o311-329i364-387o399-419i
cgd6_4950-RA-p1                 0  0 o
cgd6_4960-RA-p1                 0  0 o
cgd6_4970-RA-p1                 0  0 o
cgd6_4980-RA-p1                 2  0 o6-27i34-55o
cgd6_4990-RA-p1                 0  0 o
cgd6_4993-RA-p1                 0  0 o
cgd6_50-RA-p1                   0  0 o
cgd6_500-RA-p1                  0  0 o
cgd6_5000-RA-p1                 0  0 o
cgd6_5030-RA-p1                 0  0 o
cgd6_5040-RA-p1                 0  0 o
cgd6_5050-RA-p1                 1  0 i54-78o
cgd6_5060-RA-p1                 0  0 o
cgd6_5070-RA-p1                 1  Y n11-21c26/27o451-474i
cgd6_5080-RA-p1                 0  0 o
cgd6_5090-RA-p1                 1  0 o328-345i
cgd6_510-RA-p1                  0  0 o
cgd6_5100-RA-p1                 9  0 i7-25o109-134i146-165o204-236i248-272o320-339i360-382o388-407i414-433o
cgd6_5103-RA-p1                 0  0 i
cgd6_5110-RA-p1                 4  0 o12-34i85-102o1128-1148i1524-1548o
cgd6_5120-RA-p1                 0  0 o
cgd6_5130-RA-p1                 0  0 o
cgd6_5140-RA-p1                 1  0 o439-457i
cgd6_5150-RA-p1                 0  0 o
cgd6_5160-RA-p1                 0  0 o
cgd6_5170-RA-p1                 1  0 i734-754o
cgd6_5180-RA-p1                 1  0 i126-150o
cgd6_520-RA-p1                  0  0 o
cgd6_5220-RA-p1                 0  0 o
cgd6_5230-RA-p1                 0  0 o
cgd6_5240-RA-p1                 0  0 o
cgd6_5250-RA-p1                 0  0 o
cgd6_5260-RA-p1                 0  0 o
cgd6_5270-RA-p1                 0  Y n6-17c21/22o
cgd6_5280-RA-p1                 0  Y n19-30c42/43o
cgd6_530-RA-p1                  0  0 o
cgd6_5310-RA-p1                 0  Y n8-18c23/24o
cgd6_5320-RA-p1                 0  0 o
cgd6_5330-RA-p1                 0  0 o
cgd6_5340-RA-p1                 0  Y n4-15c20/21o
cgd6_5350-RA-p1                 7  0 o437-459i479-499o530-549i561-579o591-610i622-642o666-687i
cgd6_5360-RA-p1                 0  Y n3-14c19/20o
cgd6_5370-RA-p1                 0  0 o
cgd6_5380-RA-p1                 1  0 i7-25o
cgd6_5390-RA-p1                 0  Y n7-17c25/26o
cgd6_540-RA-p1                  0  0 o
cgd6_5400-RA-p1                 0  Y n3-14c23/24o
cgd6_5410-RA-p1                 0  Y n3-13c18/19o
cgd6_5420-RA-p1                 0  Y n7-17c22/23o
cgd6_5430-RA-p1                 1  Y n4-17c22/23o428-447i
cgd6_5440-RA-p1                 0  Y n14-25c30/31o
cgd6_5450-RA-p1                 6  0 i378-400o420-439i472-489o509-529i536-556o611-637i
cgd6_5460-RA-p1                 0  Y n3-14c23/24o
cgd6_5470-RA-p1                 2  0 o6-23i44-69o
cgd6_5480-RA-p1                 0  Y n7-18c23/24o
cgd6_5490-RA-p1                 0  Y n7-18c23/24o
cgd6_550-RA-p1                  0  0 o
cgd6_5500-RA-p1                 0  0 o
cgd6_5510-RA-p1                 0  0 o
cgd6_5520-RA-p1                 0  Y n6-17c21/22o
cgd6_560-RA-p1                  0  0 o
cgd6_570-RA-p1                  0  0 o
cgd6_580-RA-p1                  0  0 o
cgd6_590-RA-p1                  1  0 o711-735i
cgd6_60-RA-p1                   1  0 i12-30o
cgd6_600-RA-p1                  0  0 o
cgd6_610-RA-p1                  0  0 o
cgd6_620-RA-p1                  0  0 o
cgd6_630-RA-p1                  4  0 i34-59o65-87i99-117o123-141i
cgd6_640-RA-p1                  0  0 o
cgd6_650-RA-p1                  0  0 o
cgd6_660-RA-p1                  0  Y n11-18c23/24o
cgd6_670-RA-p1                  2  0 i7-28o1528-1555i
cgd6_680-RA-p1                  0  0 o
cgd6_690-RA-p1                  1  0 o188-209i
cgd6_70-RA-p1                   7  0 o12-29i70-92o112-138i159-178o184-207i299-320o340-361i
cgd6_700-RA-p1                  0  0 o
cgd6_710-RA-p1                  0  Y n11-22c29/30o
cgd6_720-RA-p1                  7  0 o241-263i871-892o898-918i939-959o988-1005i1017-1037o1057-1076i
cgd6_730-RA-p1                  4  0 o394-415i436-453o1283-1308i1370-1390o
cgd6_740-RA-p1                  0  0 o
cgd6_750-RA-p1                  0  0 o
cgd6_760-RA-p1                  7  0 i567-587o638-657i669-691o697-715i727-746o752-772i904-925o
cgd6_763-RA-p1                  0  0 o
cgd6_770-RA-p1                  0  0 o
cgd6_780-RA-p1                  2  0 i14-31o597-620i
cgd6_80-RA-p1                   0  0 o
cgd6_800-RA-p1                  1  Y n10-21c26/27o398-416i
cgd6_810-RA-p1                  0  0 o
cgd6_820-RA-p1                  0  Y n5-16c21/22o
cgd6_830-RA-p1                  0  0 o
cgd6_840-RA-p1                 10  0 i12-29o35-59i80-99o111-133i172-190o196-214i221-245o265-288i309-333o339-357i
cgd6_850-RA-p1                  1  Y n3-15c23/24o427-453i
cgd6_860-RA-p1                  0  0 i
cgd6_870-RA-p1                  0  0 o
cgd6_880-RA-p1                  0  0 o
cgd6_890-RA-p1                  0  0 o
cgd6_90-RA-p1                   6  0 o65-85i97-118o203-222i557-583o589-607i743-760o
cgd6_900-RA-p1                  0  0 o
cgd6_910-RA-p1                  2  0 i75-93o99-118i
cgd6_920-RA-p1                  0  0 o
cgd6_930-RA-p1                  0  0 o
cgd6_940-RA-p1                  0  0 o
cgd6_950-RA-p1                  0  0 o
cgd6_960-RA-p1                  0  0 o
cgd6_970-RA-p1                  0  0 o
cgd6_980-RA-p1                  0  0 o
cgd6_990-RA-p1                  0  0 o
cgd8_20230-RA-p1               12  0 i38-61o73-89i96-113o119-144i156-174o186-204i225-244o264-284i296-316o328-350i371-390o402-422i
cgd8_5013-RA-p1                 0  0 o
cgd8_5293-RA-p1                 0  Y n3-13c18/19o
Cgd7_2213-RA-p1                 0  Y n5-14c19/20o
Cgd7_260-RA-p1                  5  0 i54-73o79-100i196-219o231-251i263-288o
Cgd7_5103-RA-p1                 0  0 i
Cgd7_760-RA-p1                  0  0 o
cgd7_10-RA-p1                   0  Y n4-15c20/21o
cgd7_100-RA-p1                  0  0 o
cgd7_1000-RA-p1                 0  0 o
cgd7_1010-RA-p1                 4  0 o1106-1125i1216-1235o1241-1260i2423-2441o
cgd7_1020-RA-p1                 0  0 o
cgd7_1030-RA-p1                 0  0 o
cgd7_1040-RA-p1                 0  0 i
cgd7_1050-RA-p1                 0  0 o
cgd7_1060-RA-p1                 4  0 i38-63o69-92i117-135o147-164i
cgd7_1070-RA-p1                 0  0 o
cgd7_1080-RA-p1                 0  0 o
cgd7_1090-RA-p1                 0  0 o
cgd7_110-RA-p1                  1  Y n10-22c31/32o748-765i
cgd7_1100-RA-p1                 0  0 o
cgd7_1110-RA-p1                 0  0 o
cgd7_1120-RA-p1                 0  0 o
cgd7_1130-RA-p1                 0  0 o
cgd7_1140-RA-p1                 0  0 o
cgd7_1143-RA-p1                 0  0 o
cgd7_1150-RA-p1                 0  0 o
cgd7_1160-RA-p1                 0  0 o
cgd7_1170-RA-p1                 1  0 o628-648i
cgd7_1180-RA-p1                 0  0 o
cgd7_1190-RA-p1                 0  0 o
cgd7_120-RA-p1                  0  0 o
cgd7_1200-RA-p1                 1  0 i120-143o
cgd7_1210-RA-p1                 0  Y n4-15c22/23o
cgd7_1220-RA-p1                 0  Y n11-24c32/33o
cgd7_1230-RA-p1                 0  0 o
cgd7_1240-RA-p1                 1  0 o31-50i
cgd7_1250-RA-p1                 0  0 o
cgd7_1260-RA-p1                 0  0 o
cgd7_1270-RA-p1                 1  0 i25-45o
cgd7_1280-RA-p1                 0  Y n5-16c21/22o
cgd7_1290-RA-p1                 0  Y n8-19c24/25o
cgd7_13-RA-p1                   2  0 o346-364i376-396o
cgd7_130-RA-p1                  0  0 o
cgd7_1300-RA-p1                 0  Y n8-19c27/28o
cgd7_1310-RA-p1                 2  0 i21-47o79-101i
cgd7_1320-RA-p1                 0  Y n4-15c20/21o
cgd7_1330-RA-p1                 1  0 i154-174o
cgd7_1340-RA-p1                 0  Y n3-14c19/20o
cgd7_1350-RA-p1                 1  0 i52-75o
cgd7_1360-RA-p1                 0  Y n8-19c28/29o
cgd7_1370-RA-p1                 0  Y n11-26c30/31o
cgd7_1380-RA-p1                 4  0 i12-29o72-93i134-153o173-192i
cgd7_1390-RA-p1                 6  0 i12-32o62-79i133-150o170-188i245-265o292-315i
cgd7_140-RA-p1                  0  0 o
cgd7_1400-RA-p1                 0  Y n9-19c25/26o
cgd7_1410-RA-p1                 0  0 o
cgd7_1420-RA-p1                 0  0 o
cgd7_1430-RA-p1                 1  Y n4-15c19/20o417-443i
cgd7_1440-RA-p1                 0  0 o
cgd7_1450-RA-p1                 0  0 o
cgd7_1460-RA-p1                 0  0 o
cgd7_1470-RA-p1                 0  0 o
cgd7_1480-RA-p1                 2  0 o74-91i107-128o
cgd7_1490-RA-p1                 0  Y n7-15c24/25o
cgd7_150-RA-p1                  2  0 i7-25o175-197i
cgd7_1500-RA-p1                 0  0 o
cgd7_1510-RA-p1                 0  0 o
cgd7_1520-RA-p1                 0  0 o
cgd7_1530-RA-p1                 0  0 o
cgd7_1540-RA-p1                 0  0 o
cgd7_1550-RA-p1                 0  0 o
cgd7_1560-RA-p1                 4  0 i12-30o42-64i139-157o192-216i
cgd7_1570-RA-p1                 0  0 o
cgd7_1573-RA-p1                 0  0 o
cgd7_1580-RA-p1                 0  0 o
cgd7_1583-RA-p1                 0  0 o
cgd7_1590-RA-p1                 0  0 o
cgd7_160-RA-p1                  0  0 o
cgd7_1600-RA-p1                 0  0 i
cgd7_1610-RA-p1                 2  0 o378-397i409-430o
cgd7_1620-RA-p1                 0  0 i
cgd7_1630-RA-p1                 0  0 o
cgd7_1640-RA-p1                 0  0 o
cgd7_1650-RA-p1                 7  Y n13-24c32/33o71-90i102-123o129-149i207-226o238-257i269-290o302-322i
cgd7_1653-RA-p1                 0  0 o
cgd7_1660-RA-p1                 0  0 o
cgd7_1670-RA-p1                 0  Y n3-11c16/17o
cgd7_1680-RA-p1                 0  Y n13-21c26/27o
cgd7_1690-RA-p1                 0  0 o
cgd7_1693-RA-p1                 0  0 o
cgd7_170-RA-p1                  0  0 o
cgd7_1700-RA-p1                 0  0 i
cgd7_1710-RA-p1                 0  0 o
cgd7_1713-RA-p1                 0  0 i
cgd7_1720-RA-p1                 0  0 o
cgd7_1730-RA-p1                 0  Y n6-17c21/22o
cgd7_1740-RA-p1                 0  0 o
cgd7_1750-RA-p1                 0  0 o
cgd7_1760-RA-p1                10  0 i60-76o82-102i353-376o417-436i1069-1090o1102-1124i1153-1174o1186-1207i1214-1240o1255-1275i
cgd7_1770-RA-p1                 0  0 o
cgd7_1780-RA-p1                 0  0 o
cgd7_1790-RA-p1                 4  0 o668-687i707-724o815-835i856-874o
cgd7_1793-RA-p1                 0  0 o
cgd7_180-RA-p1                  0  Y n7-16c21/22o
cgd7_1800-RA-p1                 1  0 i20-40o
cgd7_1810-RA-p1                 1  0 o6-29i
cgd7_1820-RA-p1                 0  0 o
cgd7_1830-RA-p1                 1  0 i12-31o
cgd7_1840-RA-p1                 0  0 o
cgd7_1850-RA-p1                 0  0 o
cgd7_1860-RA-p1                 2  0 o6-28i171-193o
cgd7_1873-RA-p1                 0  Y n10-17c22/23o
cgd7_1890-RA-p1                 0  0 o
cgd7_190-RA-p1                  0  0 o
cgd7_1900-RA-p1                 0  0 o
